codigo_ine,nombre
16248,Villalpardo
16249,Villamayor De Santiago
16250,Villanueva De Guadamejud
16251,Villanueva De La Jara
16253,Villar De Cañas
16254,Villar De Domingo García
16255,Villar De La Encina
16263,Villar De Olalla
16258,Villar Del Humo
16259,Villar Del Infantado
16910,Villar Y Velasco
16264,Villarejo De Fuentes
16265,Villarejo De La Peñuela
16266,Villarejo-Periesteban
16269,Villares Del Saz
16270,Villarrubio
16271,Villarta
16272,Villas De La Ventosa
16273,Villaverde Y Pasaconsol
16274,Víllora
16275,Vindel
16276,Yémeda
16277,Zafra De Záncara
16278,Zafrilla
16279,Zarza De Tajo
16280,Zarzuela
17001,Agullana
17002,Aiguaviva
17003,Albanyà
17004,Albons
17006,Alp
17007,Amer
17008,Anglès
17009,Arbúcies
17010,Argelaguer
17011,"Armentera, L'"
17012,Avinyonet De Puigventós
17015,Banyoles
17016,Bàscara
17013,Begur
17018,Bellcaire D'Empordà
17019,Besalú
17020,Bescanó
17021,Beuda
17022,"Bisbal D'Empordà, La"
17234,Biure
17023,Blanes
17029,Boadella I Les Escaules
17024,Bolvir
17025,Bordils
17026,Borrassà
17027,Breda
17028,Brunyola
17031,Cabanelles
17030,Cabanes
17032,Cadaqués
17033,Caldes De Malavella
17034,Calonge
17035,Camós
17036,Campdevànol
17037,Campelles
17038,Campllong
17039,Camprodon
17040,Canet D'Adri
17041,Cantallops
17042,Capmany
17044,Cassà De La Selva
17046,Castellfollit De La Roca
17047,Castelló D'Empúries
17048,Castell-Platja D'Aro
17189,"Cellera De Ter, La"
17049,Celrà
17050,Cervià De Ter
17051,Cistella
17054,Colera
17055,Colomers
17057,Corçà
17056,Cornellà Del Terri
17058,Crespià
17901,"Cruïlles, Monells I Sant Sadurní De L'Heura"
17060,Darnius
17061,Das
17062,"Escala, L'"
17063,Espinelves
17064,Espolla
17065,Esponellà
17005,"Far D'Empordà, El"
17066,Figueres
17067,Flaçà
17068,Foixà
17069,Fontanals De Cerdanya
17070,Fontanilles
17071,Fontcoberta
17902,Forallac
17073,Fornells De La Selva
17074,Fortià
17075,Garrigàs
17076,Garrigoles
17077,Garriguella
17078,Ger
17079,Girona
17080,Gombrèn
17081,Gualta
17082,Guils De Cerdanya
17083,Hostalric
17084,Isòvol
17085,Jafre
17086,"Jonquera, La"
17087,Juià
17088,Lladó
17089,Llagostera
17090,Llambilles
17091,Llanars
17092,Llançà
17093,Llers
17094,Llívia
17095,Lloret De Mar
17096,"Llosses, Les"
17102,Maçanet De Cabrenys
17103,Maçanet De La Selva
17097,Madremanya
17098,Maià De Montcal
17100,Masarac
17101,Massanes
17099,Meranges
17105,Mieres
17106,Mollet De Peralada
17107,Molló
17109,Montagut I Oix
17110,Mont-Ras
17111,Navata
17112,Ogassa
17114,Olot
17115,Ordis
17116,Osor
17117,Palafrugell
17118,Palamós
17119,Palau De Santa Eulàlia
17121,Palau-Sator
17120,Palau-Saverdera
17123,Palol De Revardit
17124,Pals
17125,Pardines
17126,Parlavà
17128,Pau
17129,Pedret I Marzà
17130,"Pera, La"
17132,Peralada
17133,"Planes D'Hostoles, Les"
17134,Planoles
17135,Pont De Molins
17136,Pontós
17137,Porqueres
17140,"Port De La Selva, El"
17138,Portbou
17139,"Preses, Les"
17141,Puigcerdà
17142,Quart
17043,Queralbs
17143,Rabós
17144,Regencós
17145,Ribes De Freser
17146,Riells I Viabrea
17147,Ripoll
17148,Riudarenes
17149,Riudaura
17150,Riudellots De La Selva
17151,Riumors
17152,Roses
17153,Rupià
17154,Sales De Llierca
17155,Salt
17157,Sant Andreu Salou
17183,Sant Aniol De Finestres
17158,Sant Climent Sescebes
17159,Sant Feliu De Buixalleu
17160,Sant Feliu De Guíxols
17161,Sant Feliu De Pallerols
17162,Sant Ferriol
17163,Sant Gregori
17164,Sant Hilari Sacalm
17165,Sant Jaume De Llierca
17167,Sant Joan De Les Abadesses
17168,Sant Joan De Mollet
17185,Sant Joan Les Fonts
17166,Sant Jordi Desvalls
17169,Sant Julià De Ramis
17903,Sant Julià Del Llor I Bonmatí
17171,Sant Llorenç De La Muga
17172,Sant Martí De Llémena
17173,Sant Martí Vell
17174,Sant Miquel De Campmajor
17175,Sant Miquel De Fluvià
17176,Sant Mori
17177,Sant Pau De Segúries
17178,Sant Pere Pescador
17180,Santa Coloma De Farners
17181,Santa Cristina D'Aro
17182,Santa Llogaia D'Àlguema
17184,Santa Pau
17186,Sarrià De Ter
17187,"Saus, Camallera I Llampaies"
17188,"Selva De Mar, La"
17190,Serinyà
17191,Serra De Daró
17192,Setcases
17193,Sils
17052,Siurana
17194,Susqueda
17195,"Tallada D'Empordà, La"
17196,Terrades
17197,Torrent
17198,Torroella De Fluvià
17199,Torroella De Montgrí
17200,Tortellà
17201,Toses
17202,Tossa De Mar
17204,Ullà
17205,Ullastret
17203,Ultramort
17206,Urús
17014,"Vajol, La"
17208,"Vall De Bianya, La"
17207,"Vall D'En Bas, La"
17170,Vallfogona De Ripollès
17209,Vall-Llobrega
17210,Ventalló
17211,Verges
17212,Vidrà
17213,Vidreres
17214,Vilabertran
17215,Vilablareix
17217,Viladamat
17216,Viladasens
17218,Vilademuls
17220,Viladrau
17221,Vilafant
17223,Vilajuïga
17224,Vilallonga De Ter
17225,Vilamacolum
17226,Vilamalla
17227,Vilamaniscle
17228,Vilanant
17230,Vila-Sacra
17222,Vilaür
17233,Vilobí D'Onyar
17232,Vilopriu
18001,Agrón
18002,Alamedilla
18003,Albolote
18004,Albondón
18005,Albuñán
18006,Albuñol
18007,Albuñuelas
18010,Aldeire
18011,Alfacar
18012,Algarinejo
18013,Alhama De Granada
18014,Alhendín
18015,Alicún De Ortega
18016,Almegíjar
18017,Almuñécar
18904,Alpujarra De La Sierra
18018,Alquife
18020,Arenas Del Rey
18021,Armilla
18022,Atarfe
18023,Baza
18024,Beas De Granada
18025,Beas De Guadix
18027,Benalúa
18028,Benalúa De Las Villas
18029,Benamaurel
18030,Bérchules
18032,Bubión
18033,Busquístar
18034,Cacín
18035,Cádiar
18036,Cájar
18114,"Calahorra, La"
18037,Calicasas
18038,Campotéjar
18039,Caniles
18040,Cáñar
18042,Capileira
18043,Carataunas
18044,Cástaras
18045,Castilléjar
18046,Castril
18047,Cenes De La Vega
18059,Chauchina
18061,Chimeneas
18062,Churriana De La Vega
18048,Cijuela
18049,Cogollos De Guadix
18050,Cogollos De La Vega
18051,Colomera
18053,Cortes De Baza
18054,Cortes Y Graena
18912,Cuevas Del Campo
18056,Cúllar
18057,Cúllar Vega
18063,Darro
18064,Dehesas De Guadix
18066,Deifontes
18067,Diezma
18068,Dílar
18069,Dólar
18070,Dúdar
18071,Dúrcal
18072,Escúzar
18074,Ferreira
18076,Fonelas
18078,Freila
18079,Fuente Vaqueros
18905,"Gabias, Las"
18082,Galera
18083,Gobernador
18084,Gójar
18085,Gor
18086,Gorafe
18087,Granada
18088,Guadahortuna
18089,Guadix
18906,"Guajares, Los"
18093,Gualchos
18094,Güejar Sierra
18095,Güevéjar
18096,Huélago
18097,Huéneja
18098,Huéscar
18099,Huétor De Santillán
18100,Huétor Tájar
18101,Huétor Vega
18102,Illora
18103,Itrabo
18105,Iznalloz
18107,Jayena
18108,Jerez Del Marquesado
18109,Jete
18111,Jun
18112,Juviles
18115,Láchar
18116,Lanjarón
18117,Lanteira
18119,Lecrín
18120,Lentegí
18121,Lobras
18122,Loja
18123,Lugros
18124,Lújar
18126,"Malahá, La"
18127,Maracena
18128,Marchal
18132,Moclín
18133,Molvízar
18134,Monachil
18135,Montefrío
18136,Montejícar
18137,Montillana
18138,Moraleda De Zafayona
18909,Morelábor
18140,Motril
18141,Murtas
18903,Nevada
18143,Nigüelas
18144,Nívar
18145,Ogíjares
18146,Orce
18147,Órgiva
18148,Otívar
18149,Otura
18150,Padul
18151,Pampaneira
18152,Pedro Martínez
18153,Peligros
18154,"Peza, La"
18910,"Pinar, El"
18157,Pinos Genil
18158,Pinos Puente
18159,Píñar
18161,Polícar
18162,Polopos
18163,Pórtugos
18164,Puebla De Don Fadrique
18165,Pulianas
18167,Purullena
18168,Quéntar
18170,Rubite
18171,Salar
18173,Salobreña
18174,Santa Cruz Del Comercio
18175,Santa Fe
18176,Soportújar
18177,Sorvilán
18901,"Taha, La"
18178,Torre-Cardela
18179,Torvizcón
18180,Trevélez
18181,Turón
18182,Ugíjar
18902,"Valle, El"
18907,Valle Del Zalabí
18183,Válor
18911,Vegas Del Genil
18184,Vélez De Benaudalla
18185,Ventas De Huelma
18908,Villamena
18187,Villanueva De Las Torres
18188,Villanueva Mesía
18189,Víznar
18192,Zafarraya
18913,Zagra
18193,"Zubia, La"
18194,Zújar
19001,Abánades
19002,Ablanque
19003,Adobes
19004,Alaminos
19005,Alarilla
19006,Albalate De Zorita
19007,Albares
19008,Albendiego
19009,Alcocer
19010,Alcolea De Las Peñas
19011,Alcolea Del Pinar
19013,Alcoroches
19015,Aldeanueva De Guadalajara
19016,Algar De Mesa
19017,Algora
19018,Alhóndiga
19019,Alique
19020,Almadrones
19021,Almoguera
19022,Almonacid De Zorita
19023,Alocén
19024,Alovera
19027,Alustante
19031,Angón
19032,Anguita
19033,Anquela Del Ducado
19034,Anquela Del Pedregal
19036,Aranzueque
19037,Arbancón
19038,Arbeteta
19039,Argecilla
19040,Armallones
19041,Armuña De Tajuña
19042,Arroyo De Las Fraguas
19043,Atanzón
19044,Atienza
19045,Auñón
19046,Azuqueca De Henares
19047,Baides
19048,Baños De Tajo
19049,Bañuelos
19050,Barriopedro
19051,Berninches
19052,"Bodera, La"
19053,Brihuega
19054,Budia
19055,Bujalaro
19057,Bustares
19058,Cabanillas Del Campo
19059,Campillo De Dueñas
19060,Campillo De Ranas
19061,Campisábalos
19064,Canredondo
19065,Cantalojas
19066,Cañizar
19067,"Cardoso De La Sierra, El"
19070,Casa De Uceda
19071,"Casar, El"
19073,Casas De San Galindo
19074,Caspueñas
19075,Castejón De Henares
19076,Castellar De La Muela
19078,Castilforte
19079,Castilnuevo
19080,Cendejas De Enmedio
19081,Cendejas De La Torre
19082,Centenera
19103,Checa
19104,Chequilla
19106,Chillarón Del Rey
19105,Chiloeches
19086,Cifuentes
19087,Cincovillas
19088,Ciruelas
19089,Ciruelos Del Pinar
19090,Cobeta
19091,Cogollor
19092,Cogolludo
19095,Condemios De Abajo
19096,Condemios De Arriba
19097,Congostrina
19098,Copernal
19099,Corduente
19102,"Cubillo De Uceda, El"
19107,Driebes
19108,Durón
19109,Embid
19110,Escamilla
19111,Escariche
19112,Escopete
19113,Espinosa De Henares
19114,Esplegares
19115,Establés
19116,Estriégana
19117,Fontanar
19118,Fuembellida
19119,Fuencemillán
19120,Fuentelahiguera De Albatages
19121,Fuentelencina
19122,Fuentelsaz
19123,Fuentelviejo
19124,Fuentenovilla
19125,Gajanejos
19126,Galápagos
19127,Galve De Sorbe
19129,Gascueña De Bornova
19130,Guadalajara
19132,Henche
19133,Heras De Ayuso
19134,Herrería
19135,Hiendelaencina
19136,Hijes
19138,Hita
19139,Hombrados
19142,Hontoba
19143,Horche
19145,Hortezuela De Océn
19146,"Huerce, La"
19147,Huérmeces Del Cerro
19148,Huertahernando
19150,Hueva
19151,Humanes
19152,Illana
19153,Iniéstola
19154,"Inviernas, Las"
19155,Irueste
19156,Jadraque
19157,Jirueque
19159,Ledanca
19160,Loranca De Tajuña
19161,Lupiana
19162,Luzaga
19163,Luzón
19165,Majaelrayo
19166,Málaga Del Fresno
19167,Malaguilla
19168,Mandayona
19169,Mantiel
19170,Maranchón
19171,Marchamalo
19172,Masegoso De Tajuña
19173,Matarrubia
19174,Matillas
19175,Mazarete
19176,Mazuecos
19177,Medranda
19178,Megina
19179,Membrillera
19181,Miedes De Atienza
19182,"Mierla, La"
19184,Millana
19183,Milmarcos
19185,"Miñosa, La"
19186,Mirabueno
19187,Miralrío
19188,Mochales
19189,Mohernando
19190,Molina De Aragón
19191,Monasterio
19192,Mondéjar
19193,Montarrón
19194,Moratilla De Los Meleros
19195,Morenilla
19196,Muduex
19197,"Navas De Jadraque, Las"
19198,Negredo
19199,Ocentejo
19200,"Olivar, El"
19201,Olmeda De Cobeta
19202,"Olmeda De Jadraque, La"
19203,"Ordial, El"
19204,Orea
19208,Pálmaces De Jadraque
19209,Pardos
19210,Paredes De Sigüenza
19211,Pareja
19212,Pastrana
19213,"Pedregal, El"
19214,Peñalén
19215,Peñalver
19216,Peralejos De Las Truchas
19217,Peralveche
19218,Pinilla De Jadraque
19219,Pinilla De Molina
19220,Pioz
19221,Piqueras
19222,"Pobo De Dueñas, El"
19223,Poveda De La Sierra
19224,Pozo De Almoguera
19225,Pozo De Guadalajara
19226,Prádena De Atienza
19227,Prados Redondos
19228,Puebla De Beleña
19229,Puebla De Valles
19230,Quer
19231,Rebollosa De Jadraque
19232,"Recuenco, El"
19233,Renera
19234,Retiendas
19235,Riba De Saelices
19237,Rillo De Gallo
19238,Riofrío Del Llano
19239,Robledillo De Mohernando
19240,Robledo De Corpes
19241,Romanillos De Atienza
19242,Romanones
19243,Rueda De La Sierra
19244,Sacecorbo
19245,Sacedón
19246,Saelices De La Sal
19247,Salmerón
19248,San Andrés Del Congosto
19249,San Andrés Del Rey
19250,Santiuste
19251,Saúca
19252,Sayatón
19254,Selas
19901,Semillas
19255,Setiles
19256,Sienes
19257,Sigüenza
19258,Solanillos Del Extremo
19259,Somolinos
19260,"Sotillo, El"
19261,Sotodosos
19262,Tamajón
19263,Taragudo
19264,Taravilla
19265,Tartanedo
19266,Tendilla
19267,Terzaga
19268,Tierzo
19269,"Toba, La"
19271,Tordellego
19270,Tordelrábano
19272,Tordesilos
19274,Torija
19279,Torre Del Burgo
19277,Torrecuadrada De Molina
19278,Torrecuadradilla
19280,Torrejón Del Rey
19281,Torremocha De Jadraque
19282,Torremocha Del Campo
19283,Torremocha Del Pinar
19284,Torremochuela
19285,Torrubia
19286,Tórtola De Henares
19287,Tortuera
19288,Tortuero
19289,Traíd
19290,Trijueque
19291,Trillo
19293,Uceda
19294,Ujados
19296,Utande
19297,Valdarachas
19298,Valdearenas
19299,Valdeavellano
19300,Valdeaveruelo
19301,Valdeconcha
19302,Valdegrudas
19303,Valdelcubo
19304,Valdenuño Fernández
19305,Valdepeñas De La Sierra
19306,Valderrebollo
19307,Valdesotos
19308,Valfermoso De Tajuña
19309,Valhermoso
19310,Valtablado Del Río
19311,Valverde De Los Arroyos
19314,Viana De Jadraque
19317,Villanueva De Alcorón
19318,Villanueva De Argecilla
19319,Villanueva De La Torre
19321,Villares De Jadraque
19322,Villaseca De Henares
19323,Villaseca De Uceda
19324,Villel De Mesa
19325,Viñuelas
19326,Yebes
19327,Yebra
19329,Yélamos De Abajo
19330,Yélamos De Arriba
19331,Yunquera De Henares
19332,"Yunta, La"
19333,Zaorejas
19334,Zarzuela De Jadraque
19335,Zorita De Los Canes
20001,Abaltzisketa
20002,Aduna
20016,Aia
20003,Aizarnazabal
20004,Albiztur
20005,Alegia
20006,Alkiza
20906,Altzaga
20007,Altzo
20008,Amezketa
20009,Andoain
20010,Anoeta
20011,Antzuola
20012,Arama
20013,Aretxabaleta
20055,Arrasate/Mondragón
20014,Asteasu
20903,Astigarraga
20015,Ataun
20017,Azkoitia
20018,Azpeitia
20904,Baliarrain
20019,Beasain
20020,Beizama
20021,Belauntza
20022,Berastegi
20074,Bergara
20023,Berrobi
20024,Bidegoian
20029,Deba
20069,Donostia-San Sebastián
20030,Eibar
20031,Elduain
20033,Elgeta
20032,Elgoibar
20067,Errenteria
20066,Errezil
20034,Eskoriatza
20035,Ezkio-Itsaso
20038,Gabiria
20037,Gaintza
20907,Gaztelu
20039,Getaria
20040,Hernani
20041,Hernialde
20036,Hondarribia
20042,Ibarra
20043,Idiazabal
20044,Ikaztegieta
20045,Irun
20046,Irura
20047,Itsasondo
20048,Larraul
20902,Lasarte-Oria
20049,Lazkao
20050,Leaburu
20051,Legazpi
20052,Legorreta
20068,Leintz-Gatzaga
20053,Lezo
20054,Lizartza
20901,Mendaro
20057,Mutiloa
20056,Mutriku
20063,Oiartzun
20058,Olaberria
20059,Oñati
20076,Ordizia
20905,Orendain
20060,Orexa
20061,Orio
20062,Ormaiztegi
20064,Pasaia
20070,Segura
20065,Soraluze/Placencia De Las Armas
20071,Tolosa
20072,Urnieta
20077,Urretxu
20073,Usurbil
20075,Villabona
20078,Zaldibia
20079,Zarautz
20025,Zegama
20026,Zerain
20027,Zestoa
20028,Zizurkil
20081,Zumaia
20080,Zumarraga
21001,Alájar
21002,Aljaraque
21003,"Almendro, El"
21004,Almonaster La Real
21005,Almonte
21006,Alosno
21007,Aracena
21008,Aroche
21009,Arroyomolinos De León
21010,Ayamonte
21011,Beas
21012,Berrocal
21013,Bollullos Par Del Condado
21014,Bonares
21015,Cabezas Rubias
21016,Cala
21017,Calañas
21018,"Campillo, El"
21019,Campofrío
21020,Cañaveral De León
21021,Cartaya
21022,Castaño Del Robledo
21023,"Cerro De Andévalo, El"
21030,Chucena
21024,Corteconcepción
21025,Cortegana
21026,Cortelazor
21027,Cumbres De Enmedio
21028,Cumbres De San Bartolomé
21029,Cumbres Mayores
21031,Encinasola
21032,Escacena Del Campo
21033,Fuenteheridos
21034,Galaroza
21035,Gibraleón
21036,"Granada De Río-Tinto, La"
21037,"Granado, El"
21038,Higuera De La Sierra
21039,Hinojales
21040,Hinojos
21041,Huelva
21042,Isla Cristina
21043,Jabugo
21044,Lepe
21045,Linares De La Sierra
21046,Lucena Del Puerto
21047,Manzanilla
21048,"Marines, Los"
21049,Minas De Riotinto
21050,Moguer
21051,"Nava, La"
21052,Nerva
21053,Niebla
21054,"Palma Del Condado, La"
21055,Palos De La Frontera
21056,Paterna Del Campo
21057,Paymogo
21058,Puebla De Guzmán
21059,Puerto Moral
21060,Punta Umbría
21061,Rociana Del Condado
21062,Rosal De La Frontera
21063,San Bartolomé De La Torre
21064,San Juan Del Puerto
21066,San Silvestre De Guzmán
21065,Sanlúcar De Guadiana
21067,Santa Ana La Real
21068,Santa Bárbara De Casa
21069,Santa Olalla Del Cala
21070,Trigueros
21071,Valdelarco
21072,Valverde Del Camino
21073,Villablanca
21074,Villalba Del Alcor
21075,Villanueva De Las Cruces
21076,Villanueva De Los Castillejos
21077,Villarrasa
21078,Zalamea La Real
21079,Zufre
22001,Abiego
22002,Abizanda
22003,Adahuesca
22004,Agüero
22907,Aínsa-Sobrarbe
22006,Aisa
22007,Albalate De Cinca
22008,Albalatillo
22009,Albelda
22011,Albero Alto
22012,Albero Bajo
22013,Alberuela De Tubo
22014,Alcalá De Gurrea
22015,Alcalá Del Obispo
22016,Alcampell
22017,Alcolea De Cinca
22018,Alcubierre
22019,Alerre
22020,Alfántega
22021,Almudévar
22022,Almunia De San Juan
22023,Almuniente
22024,Alquézar
22025,Altorricón
22027,Angüés
22028,Ansó
22029,Antillón
22032,Aragüés Del Puerto
22035,Arén
22036,Argavieso
22037,Arguis
22039,Ayerbe
22040,Azanuy-Alins
22041,Azara
22042,Azlor
22043,Baélls
22044,Bailo
22045,Baldellou
22046,Ballobar
22047,Banastás
22048,Barbastro
22049,Barbués
22050,Barbuñales
22051,Bárcabo
22052,Belver De Cinca
22053,Benabarre
22054,Benasque
22055,Berbegal
22057,Bielsa
22058,Bierge
22059,Biescas
22060,Binaced
22061,Binéfar
22062,Bisaurri
22063,Biscarrués
22064,Blecua Y Torres
22066,Boltaña
22067,Bonansa
22068,Borau
22069,Broto
22072,Caldearenas
22074,Campo
22075,Camporrélls
22076,Canal De Berdún
22077,Candasnos
22078,Canfranc
22079,Capdesaso
22080,Capella
22081,Casbas De Huesca
22083,Castejón De Monegros
22084,Castejón De Sos
22082,Castejón Del Puente
22085,Castelflorite
22086,Castiello De Jaca
22087,Castigaleu
22088,Castillazuelo
22089,Castillonroy
22094,Chalamera
22095,Chía
22096,Chimillas
22090,Colungo
22099,Esplús
22102,Estada
22103,Estadilla
22105,Estopiñán Del Castillo
22106,Fago
22107,Fanlo
22109,Fiscal
22110,Fonz
22111,Foradada Del Toscar
22112,Fraga
22113,"Fueva, La"
22114,Gistaín
22115,"Grado, El"
22116,Grañén
22117,Graus
22119,Gurrea De Gállego
22122,Hoz De Jaca
22908,Hoz Y Costean
22124,Huerto
22125,Huesca
22126,Ibieca
22127,Igriés
22128,Ilche
22129,Isábena
22130,Jaca
22131,Jasa
22133,Labuerda
22135,Laluenga
22136,Lalueza
22137,Lanaja
22139,Laperdiguera
22141,Lascellas-Ponzano
22142,Lascuarre
22143,Laspaúles
22144,Laspuña
22149,Loarre
22150,Loporzano
22151,Loscorrales
22905,Lupiñén-Ortilla
22155,Monesma Y Cajigar
22156,Monflorite-Lascasas
22157,Montanuy
22158,Monzón
22160,Naval
22162,Novales
22163,Nueno
22164,Olvena
22165,Ontiñena
22167,Osso De Cinca
22168,Palo
22170,Panticosa
22172,Peñalba
22173,"Peñas De Riglos, Las"
22174,Peralta De Alcofea
22175,Peralta De Calasanz
22176,Peraltilla
22177,Perarrúa
22178,Pertusa
22181,Piracés
22182,Plan
22184,Poleñino
22186,Pozán De Vero
22187,"Puebla De Castro, La"
22188,Puente De Montañana
22902,Puente La Reina De Jaca
22189,Puértolas
22190,"Pueyo De Araguás, El"
22193,Pueyo De Santa Cruz
22195,Quicena
22197,Robres
22199,Sabiñánigo
22200,Sahún
22201,Salas Altas
22202,Salas Bajas
22203,Salillas
22204,Sallent De Gállego
22205,San Esteban De Litera
22207,San Juan De Plan
22903,San Miguel Del Cinca
22206,Sangarrén
22208,Santa Cilia
22209,Santa Cruz De La Serós
22906,Santa María De Dulcis
22212,Santaliestra Y San Quílez
22213,Sariñena
22214,Secastilla
22215,Seira
22217,Sena
22218,Senés De Alcubierre
22220,Sesa
22221,Sesué
22222,Siétamo
22223,Sopeira
22904,"Sotonera, La"
22225,Tamarite De Litera
22226,Tardienta
22227,Tella-Sin
22228,Tierz
22229,Tolva
22230,Torla
22232,Torralba De Aragón
22233,Torre La Ribera
22234,Torrente De Cinca
22235,Torres De Alcanadre
22236,Torres De Barbués
22239,Tramaced
22242,Valfarta
22243,Valle De Bardají
22901,Valle De Hecho
22244,Valle De Lierp
22245,Velilla De Cinca
22909,Vencillón
22246,Veracruz
22247,Viacamp Y Litera
22248,Vicién
22249,Villanova
22250,Villanúa
22251,Villanueva De Sigena
22252,Yebra De Basa
22253,Yésero
22254,Zaidín
23001,Albanchez De Mágina
23002,Alcalá La Real
23003,Alcaudete
23004,Aldeaquemada
23005,Andújar
23006,Arjona
23007,Arjonilla
23008,Arquillos
23905,Arroyo Del Ojanco
23009,Baeza
23010,Bailén
23011,Baños De La Encina
23012,Beas De Segura
23902,Bedmar Y Garcíez
23014,Begíjar
23015,Bélmez De La Moraleda
23016,Benatae
23017,Cabra Del Santo Cristo
23018,Cambil
23019,Campillo De Arenas
23020,Canena
23021,Carboneros
23901,Cárcheles
23024,"Carolina, La"
23025,Castellar
23026,Castillo De Locubín
23027,Cazalilla
23028,Cazorla
23029,Chiclana De Segura
23030,Chilluévar
23031,Escañuela
23032,Espelúy
23033,Frailes
23034,Fuensanta De Martos
23035,Fuerte Del Rey
23037,Génave
23038,"Guardia De Jaén, La"
23039,Guarromán
23041,Higuera De Calatrava
23042,Hinojares
23043,Hornos
23044,Huelma
23045,Huesa
23046,Ibros
23047,"Iruela, La"
23048,Iznatoraf
23049,Jabalquinto
23050,Jaén
23051,Jamilena
23052,Jimena
23053,Jódar
23040,Lahiguera
23054,Larva
23055,Linares
23056,Lopera
23057,Lupión
23058,Mancha Real
23059,Marmolejo
23060,Martos
23061,Mengíbar
23062,Montizón
23063,Navas De San Juan
23064,Noalejo
23065,Orcera
23066,Peal De Becerro
23067,Pegalajar
23069,Porcuna
23070,Pozo Alcón
23071,Puente De Génave
23072,"Puerta De Segura, La"
23073,Quesada
23074,Rus
23075,Sabiote
23076,Santa Elena
23077,Santiago De Calatrava
23904,Santiago-Pontones
23079,Santisteban Del Puerto
23080,Santo Tomé
23081,Segura De La Sierra
23082,Siles
23084,Sorihuela Del Guadalimar
23086,Torre Del Campo
23085,Torreblascopedro
23087,Torredonjimeno
23088,Torreperogil
23090,Torres
23091,Torres De Albánchez
23092,Úbeda
23093,Valdepeñas De Jaén
23094,Vilches
23095,Villacarrillo
23096,Villanueva De La Reina
23097,Villanueva Del Arzobispo
23098,Villardompardo
23099,"Villares, Los"
23101,Villarrodrigo
23903,Villatorres
24001,Acebedo
24002,Algadefe
24003,Alija Del Infantado
24004,Almanza
24005,"Antigua, La"
24006,Ardón
24007,Arganza
24008,Astorga
24009,Balboa
24010,"Bañeza, La"
24011,Barjas
24012,"Barrios De Luna, Los"
24014,Bembibre
24015,Benavides
24016,Benuza
24017,Bercianos Del Páramo
24018,Bercianos Del Real Camino
24019,Berlanga Del Bierzo
24020,Boca De Huérgano
24021,Boñar
24022,Borrenes
24023,Brazuelo
24024,"Burgo Ranero, El"
24025,Burón
24026,Bustillo Del Páramo
24027,Cabañas Raras
24028,Cabreros Del Río
24029,Cabrillanes
24030,Cacabelos
24031,Calzada Del Coto
24032,Campazas
24033,Campo De Villavidel
24034,Camponaraya
24036,Candín
24037,Cármenes
24038,Carracedelo
24039,Carrizo
24040,Carrocera
24041,Carucedo
24042,Castilfalé
24043,Castrillo De Cabrera
24044,Castrillo De La Valduerna
24046,Castrocalbón
24047,Castrocontrigo
24049,Castropodame
24050,Castrotierra De Valmadrigal
24051,Cea
24052,Cebanico
24053,Cebrones Del Río
24065,Chozas De Abajo
24054,Cimanes De La Vega
24055,Cimanes Del Tejar
24056,Cistierna
24057,Congosto
24058,Corbillos De Los Oteros
24059,Corullón
24060,Crémenes
24061,Cuadros
24062,Cubillas De Los Oteros
24063,Cubillas De Rueda
24064,Cubillos Del Sil
24066,Destriana
24067,Encinedo
24068,"Ercina, La"
24069,Escobar De Campos
24070,Fabero
24071,Folgoso De La Ribera
24073,Fresno De La Vega
24074,Fuentes De Carbajal
24076,Garrafe De Torío
24077,Gordaliza Del Pino
24078,Gordoncillo
24079,Gradefes
24080,Grajal De Campos
24081,Gusendos De Los Oteros
24082,Hospital De Órbigo
24083,Igüeña
24084,Izagre
24086,Joarilla De Las Matas
24087,Laguna Dalga
24088,Laguna De Negrillos
24089,León
24092,Llamas De La Ribera
24090,Lucillo
24091,Luyego
24093,Magaz De Cepeda
24094,Mansilla De Las Mulas
24095,Mansilla Mayor
24096,Maraña
24097,Matadeón De Los Oteros
24098,Matallana De Torío
24099,Matanza
24100,Molinaseca
24101,Murias De Paredes
24102,Noceda Del Bierzo
24103,Oencia
24104,"Omañas, Las"
24105,Onzonilla
24106,Oseja De Sajambre
24107,Pajares De Los Oteros
24108,Palacios De La Valduerna
24109,Palacios Del Sil
24110,Páramo Del Sil
24112,Peranzanes
24113,Pobladura De Pelayo García
24114,"Pola De Gordón, La"
24115,Ponferrada
24116,Posada De Valdeón
24117,Pozuelo Del Páramo
24118,Prado De La Guzpeña
24119,Priaranza Del Bierzo
24120,Prioro
24121,Puebla De Lillo
24122,Puente De Domingo Flórez
24123,Quintana Del Castillo
24124,Quintana Del Marco
24125,Quintana Y Congosto
24127,Regueras De Arriba
24129,Reyero
24130,Riaño
24131,Riego De La Vega
24132,Riello
24133,Rioseco De Tapia
24134,"Robla, La"
24136,Roperuelos Del Páramo
24137,Sabero
24139,Sahagún
24141,San Adrián Del Valle
24142,San Andrés Del Rabanedo
24144,San Cristóbal De La Polantera
24145,San Emiliano
24146,San Esteban De Nogales
24148,San Justo De La Vega
24149,San Millán De Los Caballeros
24150,San Pedro Bercianos
24143,Sancedo
24151,Santa Colomba De Curueño
24152,Santa Colomba De Somoza
24153,Santa Cristina De Valmadrigal
24154,Santa Elena De Jamuz
